Product Title,Price,Area,Price per m²,Bedrooms,Toilets,Location
N/A,N/A,N/A,N/A,N/A,N/A,"Mỗ Lao, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
"Bán gấp căn hộ 2 ngủ 67m2 tòa PCC1 Ba La, Hà Đông","2,95 tỷ",67 m²,"44,03 tr/m²",2,2,"Phú Lương, Hà Đông"
"Bán Căn hộ chung cư Masteri Lakeside view hồ điều hoà 28,2ha, DK 2tỷ, 30m2,Trâu Quỳ,Gia Lâm, Hà Nội",Giá thỏa thuận,30 m²,N/A,N/A,N/A,"Gia Lâm, Hà Nội"
"Chính chủ bán căn CT4 Yên Nghĩa 67m2 bán giá rẻ nhất thị trường 43tr/m2, ban công Đông Nam",3 tỷ,67 m²,"44,78 tr/m²",2,1,"Yên Nghĩa, Hà Đông"
"Siêu phẩm! Bán gấp căn hộ 55m2 2PN, 1VS tòa CT7E The Spark Dương Nội, full nội thất ở ngay","2,89 tỷ",55 m²,"52,54 tr/m²",2,1,"Dương Nội, Hà Đông"
"Chủ bán căn 86m2 khu ĐTM Dương Nội view Đông Nam, giá 3 tỷ 650 LH 0352 248 ***","3,65 tỷ",86 m²,"42,44 tr/m²",2,2,"Dương Nội, Hà Đông"
"Chính chủ bán gấp căn hộ CT7C Khu ĐTM Dương Nội 2, giá nhỉnh 2. 7x nhỏ lh 0352 248 ***",Giá thỏa thuận,54 m²,N/A,2,1,"Dương Nội, Hà Đông"
Giá chính thức phân khu The Victoria tại Vinhomes Smart City - chính sách khủng,Giá thỏa thuận,83 m²,N/A,3,2,"Nam Từ Liêm, Hà Nội"
"Chính chủ cần bán nhanh căn hộ 82m2, gồm 2PN + 2WC tại chung cư Samssora 105 Chu Văn An","4,6 tỷ",82 m²,"56,1 tr/m²",2,2,"Quang Trung, Hà Đông"
"Chính chủ cần bán căn hộ 120m2 - 3N3W Chung cư Goldsilk Complex. Giá chuẩn 6,6 tỷ. LH 0961 270 ***","6,6 tỷ",120 m²,55 tr/m²,4,3,"Vạn Phúc, Hà Đông"
"Chính chủ gửi bán CH 2 ngủ - 80m2 CC Samsora, Chu Văn An. Full Nội thất. Giá hơn 4 tỷ LH 0961 270 ***","4,35 tỷ",80 m²,"54,38 tr/m²",2,2,"Quang Trung, Hà Đông"
Chính chủ gửi bán căn hộ 122m2 - 3 ngủ CC TSQ EuroLand. Mỗ Lao. Giá hơn 6 tỷ. LH 0961 270 ***,"6,8 tỷ",123 m²,"55,28 tr/m²",3,2,"Mỗ Lao, Hà Đông"
Chính chủ gửi bán căn hộ 146m2 - 3 ngủ tòa Mulberry Lane - Mỗ Lao. Giá hơn 7 tỷ. LH 0961 270 ***,"7,4 tỷ",146 m²,"50,68 tr/m²",3,2,"Mỗ Lao, Hà Đông"
"Bán gấp căn 55m2, 2PN, 1VS chỉ 2,8xtỷ tòa HH2L CC Xuân Mai Complex, Dương Nội, Hà Đông. Full đồ","2,86 tỷ",55 m²,52 tr/m²,2,1,"Yên Nghĩa, Hà Đông"
"Cắt lỗ giá nào cũng bán! Gia đình tôi cần bán nhanh căn 2 ngủ full đồ, sđcc tại cc Nam Xa La",Giá thỏa thuận,70 m²,N/A,2,2,"Phúc La, Hà Đông"
"Gia đình cần bán gấp căn chung cư 2 ngủ 2 vệ sinh siêu siêu xinh tòa Samsora Quang Trung, Hà Đông","4,5 tỷ","80,4 m²","55,97 tr/m²",2,2,"Quang Trung, Hà Đông"
Chính chủ gửi bán căn hộ 2n2wc 62m full đồ giá 2ty950 tại Tháp Doanh Nhân,"2,95 tỷ",62 m²,"47,58 tr/m²",2,2,"Mỗ Lao, Hà Đông"
"Bán gấp căn hộ 2PN + 2WC tại Tháp Doanh Nhân Tower, 3,05 tỷ, 70m2","3,05 tỷ",70 m²,"43,57 tr/m²",2,2,"Mỗ Lao, Hà Đông"
"Bán CC Hemisco Xa La, 3,45 tỷ, 80m2, 2PN, 2WC, Đông Bắc, Đông Nam","3,45 tỷ",80 m²,"43,12 tr/m²",2,2,"Phúc La, Hà Đông"
"Bán CH 145m2 (3PN, 2VS) - The Pride - Tố Hữu, giá 5,x tỷ, full đồ đẹp xịn tầng trung",Giá thỏa thuận,145 m²,N/A,3,2,"La Khê, Hà Đông"
"Chuẩn bị ra mắt shophouse, biệt thự Phú Thị Riverside tại Phú Thị, Gia Lâm dự kiến từ 11,5 tỷ/căn",N/A,N/A,N/A,N/A,N/A,N/A
"Bán nhanh căn hoa hậu 103m2 CT2 - The Pride - Tầng trung - Giá 4,x tỷ full đồ đẹp",Giá thỏa thuận,103 m²,N/A,3,3,"La Khê, Hà Đông"
RẺ NHẤT KHU VỰC !!! GIA ĐÌNH TÔI CẦN BÁN NHANH CĂN 2 NGỦ FULL ĐỒ SĐCC TẠI TOÀ CT6 XALA,Giá thỏa thuận,70 m²,N/A,2,2,"Phúc La, Hà Đông"
"Bán căn góc 2PN, 2VS 75m2 The Pride, Tố Hữu, giá nhỉnh 3 tỷ, full đồ đẹp (đồ điện tử), tầng trung",Giá thỏa thuận,75 m²,N/A,3,2,"La Khê, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"Kiến Hưng, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"Quang Trung, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"Vạn Phúc, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"Mỗ Lao, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
"SIÊU PHẨM GIÁ TỐT NHẤT !!! GIA ĐÌNH CẦN BÁN NHANH GẤP CĂN 2 NGỦ FULL ĐỒ , SĐCC TẠI TOÀ HƯNG THỊNH",Giá thỏa thuận,56 m²,N/A,2,1,"Kiến Hưng, Hà Đông"
"Tổng kho chuyển nhượng ICON40 Hạ Long đủ mã căn, chỉ từ 1.2 tỷ/ căn tầng cao 33m2, liên hệ em Lam","1,2 tỷ",33 m²,"36,36 tr/m²",1,1,"Hạ Long, Quảng Ninh"
"(Giá thật) chính chủ bán căn góc 122m2 3PN, 2WC tầng trung + full nội thất, Mulberry Land","7,5 tỷ",122 m²,"61,48 tr/m²",3,2,"Mỗ Lao, Hà Đông"
"Bán CHCC tòa SDU giá chỉ 3,3 tỷ (đã bst), căn hộ 2pn 2wc, đã full nội thất gắn tường","3,3 tỷ","68,2 m²","48,39 tr/m²",2,2,"Văn Quán, Hà Đông"
"Bán CC Sails Tower, giá thỏa thuận, 47m2, 2PN, 1WC, full nội thất, ở Xa La, Hà Đông/LH: 0976 776 ***",Giá thỏa thuận,47 m²,N/A,2,1,"Kiến Hưng, Hà Đông"
"Giá tốt - nhà đẹp, tòa 19T5 Kiến hưng - sđcc - 70m2 - 2pn 2wc - giá vừa xinh 3 tỷ",3 tỷ,70 m²,"42,86 tr/m²",2,2,"Kiến Hưng, Hà Đông"
"Đầu năm rộn ràng - chiết khấu lên đến 8% khi mua căn hộ tại Eaton Park, giỏ hàng phong phú",Giá thỏa thuận,60 m²,N/A,N/A,N/A,"Quận 2, Hồ Chí Minh"
"Hàng hiếm tại CT5 KĐt Xa La, bán căn hộ 68m2 chỉ 3,2 tỷ vnd","3,2 tỷ",68 m²,"47,06 tr/m²",2,2,"Phúc La, Hà Đông"
"Bán CH KĐT Nam Xa La, Hà Đông, 3,35 tỷ, 70m2, full nội thất, pháp lý đầy đủ, Hà Đông, HN","3,35 tỷ",70 m²,"47,86 tr/m²",N/A,N/A,"Phúc La, Hà Đông"
"Bán CC Ct5 Xa la - Hà Đông: 2PN tại KĐT Xa La, 3,39 tỷ, 78m2, SĐCC","3,39 tỷ",78 m²,"43,46 tr/m²",2,2,"Phúc La, Hà Đông"
"Chính chủ bán gấp cắt lỗ, khẳng định rẻ nhất toà The Pride, 73m2, 2PN sẵn nội thất giá nhỉnh x tỷ",Giá thỏa thuận,73 m²,N/A,2,2,"La Khê, Hà Đông"
"Hiếm có khó tìm 1 căn duy nhất toà CT3 The Pride, 75m2, 2 ngủ full nội thất cao cấp, chỉ nhỉnh 3 tỷ",Giá thỏa thuận,75 m²,N/A,2,N/A,"La Khê, Hà Đông"
"Chủ nhà gửi bán căn 2 ngủ đẹp nhất tòa The Pride, 73m2, đầy đủ nội thất, SĐCC, có thể ở luôn",Giá thỏa thuận,73 m²,N/A,2,2,"La Khê, Hà Đông"
"Khẳng định rẻ nhất khu vực, 1 căn duy nhất CC The Pride, 72.9m2, 2PN, full nội thất giá chỉ 3. X tỷ",Giá thỏa thuận,"72,9 m²",N/A,2,2,"La Khê, Hà Đông"
"Siêu phẩm nhà đẹp cho người tâm huyết CC The Pride, 74m2, căn góc, BC Đông Nam, full nội thất",Giá thỏa thuận,74 m²,N/A,2,2,"La Khê, Hà Đông"
"Bán CC FLC Star Tower, Quang Trung, Hà Đông, Hà Nội, 4,3 tỷ, 76m2, chỉ với hàng hot","4,3 tỷ",76 m²,"56,58 tr/m²",3,2,"Quang Trung, Hà Đông"
Chính chủ bán căn 68m2 La Casta full nội thất giá rẻ nhất thị trường. LH 0338 852 ***,"5,1 tỷ",68 m²,75 tr/m²,2,2,"Phú La, Hà Đông"
"Cần bán căn hộ 70m2 HH2 chung cư Dương Nội, 2PN giá 3.15 tỷ full đồ","3,15 tỷ",70 m²,45 tr/m²,2,2,"Dương Nội, Hà Đông"
"Chính chủ cần bán 74m2 CT4 Văn Khê, nội thất rồi, 2 ngủ giá 3,55 tỷ","3,55 tỷ","74,4 m²","47,72 tr/m²",2,2,"La Khê, Hà Đông"
"Chuẩn bị ra mắt shophouse, biệt thự Phú Thị Riverside tại Phú Thị, Gia Lâm dự kiến từ 11,5 tỷ/căn",N/A,N/A,N/A,N/A,N/A,N/A
"Cần bán căn hộ 136m2 chung cư CT2 Văn Khê, 3 phòng ngủ, giá 5,39 tỷ có thương lượng","5,39 tỷ",136 m²,"39,63 tr/m²",3,2,"La Khê, Hà Đông"
"Cần tiền kinh doanh bán gấp 55m2 chung cư HH2 Xuân Mai, 2PN full đồ giá 2.9 tỷ","2,9 tỷ",55 m²,"52,73 tr/m²",2,1,"Dương Nội, Hà Đông"
"Cần bán căn hộ 109m2, 3 phòng ngủ CT4 Văn Khê, 2PN, giá 4.25 tỷ","4,25 tỷ",109 m²,"38,99 tr/m²",2,2,"La Khê, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"Kiến Hưng, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"Quang Trung, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"Vạn Phúc, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"Mỗ Lao, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
Cần bán 2 căn 2 ngủ 1WC tại chung cư HH2 Xuân Mai giá 2.85 tỷ,"2,85 tỷ",51 m²,"55,88 tr/m²",2,1,"Yên Nghĩa, Hà Đông"
Giá chính thức phân khu The Victoria tại Vinhomes Smart City - chính sách khủng,Giá thỏa thuận,83 m²,N/A,3,2,"Nam Từ Liêm, Hà Nội"
"Cần bán gấp 2 phòng ngủ DT 67m2 chung cư Bộ Tư Lệnh giá 3,25 tỷ","3,25 tỷ",67 m²,"48,51 tr/m²",2,2,"Yên Nghĩa, Hà Đông"
"Cần bán căn góc 97m2 chung cư CT2 Văn Khê, 3 phòng ngủ nội thất rồi giá 4.3 tỷ","4,3 tỷ",97 m²,"44,33 tr/m²",3,2,"La Khê, Hà Đông"
"Cần tiền bán gấp căn hộ 88m2 CT3 Văn Khê, 3PN, full đồ giá 4.050 tỷ","4,05 tỷ",88 m²,"46,02 tr/m²",3,2,"La Khê, Hà Đông"
"Bán cắt lỗ 146m2 tòa chung cư CT2 Văn Khê, có 3 phòng ngủ, giá 5.3 tỷ, có nội thất","5,3 tỷ",146 m²,"36,3 tr/m²",3,2,"La Khê, Hà Đông"
"Đầu năm rộn ràng - chiết khấu lên đến 8% khi mua căn hộ tại Eaton Park, giỏ hàng phong phú",Giá thỏa thuận,60 m²,N/A,N/A,N/A,"Quận 2, Hồ Chí Minh"
"Bán căn hộ góc 4 phòng ngủ diện tích 225 m2 tầng trung đẹp dự án TSQ Mỗ Lao, Hà Đông","12,8 tỷ",225 m²,"56,89 tr/m²",4,3,"Mỗ Lao, Hà Đông"
Chính chủ-giảm 100tr bán gấp (2N mới chỉ 3.35tỷ) 70m2 cực rẻ hợp K.Tế VC trẻ gần ĐH Phenika Hà Đông,"3,35 tỷ",70 m²,"47,86 tr/m²",2,2,"Yên Nghĩa, Hà Đông"
Nhỉnh 2 tỷ bán căn hộ 73m2 2 ngủ 2 vệ sinh căn hộ bàn giao full nội thất tầng đẹp hướng Đông Nam,"2,99 tỷ",73 m²,"40,96 tr/m²",2,2,"Văn Quán, Hà Đông"
The Charm An Hưng chuẩn bị mở bán đợt 1 dự án chung cư được mong chờ nhất Hà Đông 2025,Giá thỏa thuận,92 m²,N/A,3,2,"La Khê, Hà Đông"
"Hoàn toàn khác biệt, duplex 2 ngủ đẳng cấp ở Mulberry Land, chỉ 5 tỷ sang xịn, ở ngay - 0326 533 ***",5 tỷ,76 m²,"65,79 tr/m²",2,2,"Mỗ Lao, Hà Đông"
"Bán căn 65m2, 2 ngủ, 2 vệ sinh, full đồ, view hồ, khu 6 toà gần bể bơi. nhà như hình, ảnh thật 100%",Giá thỏa thuận,65 m²,N/A,2,2,"Kiến Hưng, Hà Đông"
"Bán căn 67.4m2 2 ngủ 2vs tại chung cư Bộ Tư Lệnh Thủ Đô, Yên Nghĩa, Hà Đông","3,25 tỷ","67,4 m²","48,22 tr/m²",2,2,"Yên Nghĩa, Hà Đông"
"(Giá thật) tôi chính chủ bán căn hộ 154m2 tại Mulberry Lane, tầng trung, 3pn 3w, giá bán 8,2 tỷ","8,2 tỷ",154 m²,"53,25 tr/m²",3,2,"Mỗ Lao, Hà Đông"
"Chính chủ bán CH dự án Terra An Hưng 90m2 3PN2W full nội thất, sổ lâu dài. Giá 5,7tỷ. LH 0866 839 ***","5,7 tỷ",90 m²,"63,33 tr/m²",3,2,"Dương Nội, Hà Đông"
"10 Suất ngoại giao giá rẻ nhất tại dự án The Charm An Hưng, bàn giao full nội thất, lh 0983 119 ***",Giá thỏa thuận,78 m²,N/A,2,2,"La Khê, Hà Đông"
Chuẩn bị ra Hàng - độc quyền toàn bộ 1.280 căn chung cư TSQ Hà Đông. Trung tâm Hà Nội,Giá thỏa thuận,"63,7 m²",N/A,2,N/A,"Mỗ Lao, Hà Đông"
"Chính chủ bán căn hộ tòa Xuân Mai Complex, Hà Đông 80m2 full đồ 3PN 2VS căn góc, Hà Nội",Giá thỏa thuận,80 m²,N/A,3,2,"Yên Nghĩa, Hà Đông"
"Chuẩn bị ra mắt shophouse, biệt thự Phú Thị Riverside tại Phú Thị, Gia Lâm dự kiến từ 11,5 tỷ/căn",N/A,N/A,N/A,N/A,N/A,N/A
Tôi chính chủ cần bán chung cư Xuân Mai - Tô Hiệu - Hà Đông: Căn lô góc 120m2 lh 0829 919 ***,"6,6 tỷ",120 m²,55 tr/m²,3,2,"Hà Cầu, Hà Đông"
"Cần bán gấp căn hộ chung cư Thủy Lợi 28A Lê Trọng Tấn, Hà Đông, DT 94m2, Lô góc, 2PN, 2VS","4,27 tỷ",94 m²,"45,43 tr/m²",2,2,"Quang Trung, Hà Đông"
"Cần bán gấp căn hộ chung cư toà CT4B KĐT Xa La, Hà Đông, DT 70m2, 2PN 2VS, có slot ô tô","3,35 tỷ",70 m²,"47,86 tr/m²",2,2,"Phúc La, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"Kiến Hưng, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"Quang Trung, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"Vạn Phúc, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"Mỗ Lao, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
"Hàng hiếm tại Mulberry 4PN+ 154m2 Mulberry đủ nội thất, có slot xe, giá 8 tỷ. Liên hệ: 0836 903 ***",8 tỷ,154 m²,"51,95 tr/m²",3,2,"Mỗ Lao, Hà Đông"
Giá chính thức phân khu The Victoria tại Vinhomes Smart City - chính sách khủng,Giá thỏa thuận,83 m²,N/A,3,2,"Nam Từ Liêm, Hà Nội"
"Cần bán căn hộ chung cư SDU 143 Trần Phú DT 70m2, 2PN 2VS, căn góc, trung tâm văn quán hà đông","3,65 tỷ",70 m²,"52,14 tr/m²",2,2,"Văn Quán, Hà Đông"
Bán căn hộ CT7B Dương Nội - đối diện ĐH Phenikaa - 56m2 2pn 1vs - tặng nội thất,"2,93 tỷ",56 m²,"52,32 tr/m²",2,1,"Dương Nội, Hà Đông"
Bán căn hộ tòa HJK Park View Dương Nội - Đối diện ĐH Phenika - 54m2 2n 2vs - tặng nội thất,"3,1 tỷ",54 m²,"57,41 tr/m²",2,2,"Dương Nội, Hà Đông"
Bán căn mẫu E 127m2 4PN tại chung cư Park Kiara KĐT ParkCity Hà Nội giá 13.5 tỷ bao phí 0968 450 ***,"13,5 tỷ",127 m²,"106,3 tr/m²",4,2,"La Khê, Hà Đông"
"Đầu năm rộn ràng - chiết khấu lên đến 8% khi mua căn hộ tại Eaton Park, giỏ hàng phong phú",Giá thỏa thuận,60 m²,N/A,N/A,N/A,"Quận 2, Hồ Chí Minh"
"BÁN GẤP CĂN HỘ ĐẸP 3 NGỦ DT 90m2 VĂN KHÊ, HÀ ĐÔNG GIÁ 4,65 TỶ. LH: 0382 083 ***","4,65 tỷ",90 m²,"51,67 tr/m²",3,2,"La Khê, Hà Đông"
Bán chung cư Thanh Hà 2 ngủ giá rẻ,"2,63 tỷ",72 m²,"36,53 tr/m²",2,2,"Kiến Hưng, Hà Đông"
"Do chuyển công tác cần bán gấp căn 2PN+1 91m2 lâu dài, hướng ĐN view hồ tầng 2x. Giá 5.x tỷ","5,75 tỷ",91 m²,"63,19 tr/m²",3,2,"Văn Quán, Hà Đông"
"Bán căn hộ 1124 67m2, 2 ngủ, 2 vệ sinh, view hồ Khu B1.3. Full nội thất như hình. Ảnh thật 100%",Giá thỏa thuận,67 m²,N/A,2,2,"Kiến Hưng, Hà Đông"
Do chuyển công tác cần bán gấp căn Duplex thông tầng 250m2 view hồ Văn Quán,"17,5 tỷ",250 m²,70 tr/m²,4,4,"Văn Quán, Hà Đông"
"Chính chủ cần bán gấp căn góc 3pn 2vs,sdcc giá chỉ 3,4x full, đồ hỗ trợ vay bank tại Kđt Xa La","3,48 tỷ",90 m²,"38,67 tr/m²",3,2,"Phúc La, Hà Đông"
"Bán CC tại KĐT Xa La, 70m2, 2PN, 2WC, sổ đỏ chính chủ ,NT Full như hình nhiều tiện ích đẹp,",Giá thỏa thuận,70 m²,N/A,2,2,"Phúc La, Hà Đông"
Chính chủ bán căn góc phụ 70m2 2 ngủ 2wc full nội thất mới 100% giá chỉ 2tỷ4xx tại Thanh Hà,"2,45 tỷ",70 m²,35 tr/m²,2,2,"Kiến Hưng, Hà Đông"
Chính chủ bán căn góc 2 ngủ 2wc full nội thất mới 100% giá chỉ 2tỷ6xx tại Thanh Hà Mường Thanh,"2,65 tỷ",76 m²,"34,87 tr/m²",2,2,"Kiến Hưng, Hà Đông"
"Bán căn hộ 2PN, 2WC, 75m2 tại tòa Nam Xa La, KĐT Xa La, 3,09 tỷ, Hà Đông. Sổ đỏ chính chủ","3,09 tỷ",75 m²,"41,2 tr/m²",2,2,"Phúc La, Hà Đông"
"Bán căn 2 PN, 2wc. S= 62 có đồ. Gía 3.x tỷ. Dự án Chung cư Xuân Mai complex Dương Nội",Giá thỏa thuận,62 m²,N/A,2,1,"Yên Nghĩa, Hà Đông"
Chính chủ bán căn góc 2PN 2VS 74m2 Anland LakeView giá hợp lý thị trường LH 0911 460 ***,Giá thỏa thuận,74 m²,N/A,2,2,"Dương Nội, Hà Đông"
"Chuẩn bị ra mắt shophouse, biệt thự Phú Thị Riverside tại Phú Thị, Gia Lâm dự kiến từ 11,5 tỷ/căn",N/A,N/A,N/A,N/A,N/A,N/A
"Cần bán nhanh căn hộ 2PN có sổ tại chung cư Anland Premium giá 3. X tỷ, 0975 645 ***","3,5 tỷ",61 m²,"57,38 tr/m²",2,1,"La Khê, Hà Đông"
"Chính chủ bán căn hộ chung cư Anland Premium mẫu 3PN 2VS 96m2 giá 5,3 tỷ full đồ LH 0911 460 ***","5,3 tỷ",96 m²,"55,21 tr/m²",3,2,"Dương Nội, Hà Đông"
Cần bán gấp căn 3PN 2WC (116m2) tại Seasons Avenue - Giá 6.7 tỷ (có thương lượng). Cam kết giá thật,"6,7 tỷ",111 m²,"60,36 tr/m²",3,2,"Mỗ Lao, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"Kiến Hưng, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"Quang Trung, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"Vạn Phúc, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"Mỗ Lao, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
"GĐ cần bán căn hộ 3 ngủ tại The Terra An Hưng. Sẵn sổ, Full đồ. Giá: 6 tỷ",6 tỷ,91 m²,"65,93 tr/m²",3,2,"La Khê, Hà Đông"
Giá chính thức phân khu The Victoria tại Vinhomes Smart City - chính sách khủng,Giá thỏa thuận,83 m²,N/A,3,2,"Nam Từ Liêm, Hà Nội"
"Chính chủ cần bán căn 3PN, 2VS, giá rẻ 4,76 tỷ. LH 0984 797 ***","4,76 tỷ",75 m²,"63,47 tr/m²",3,2,"La Khê, Hà Đông"
"Bán CC CT12 Văn Phú, PhườnG Phú La , 70m2, hàng hiếm tại Hà Đông, Hà Nội","4,2 tỷ",70 m²,60 tr/m²,2,2,"Phú La, Hà Đông"
"Bán căn hộ toà CT3 - 3 ngủ The Pride, Hà Đông, sẵn sổ, Lh 0981 339 ***","5,2 tỷ","113,1 m²","45,98 tr/m²",3,3,"La Khê, Hà Đông"
"Bán căn hộ chung cư CT2 Yên Nghĩa, 121,3 m2, giá siêu hời view đẹp","4,7 tỷ","121,3 m²","38,75 tr/m²",4,3,"Yên Nghĩa, Hà Đông"
"Đầu năm rộn ràng - chiết khấu lên đến 8% khi mua căn hộ tại Eaton Park, giỏ hàng phong phú",Giá thỏa thuận,60 m²,N/A,N/A,N/A,"Quận 2, Hồ Chí Minh"
"Chính chủ tôi cần bán căn hộ 131m2 (3PN 2VS) chung cư HPC Landmark giá chỉ 6 tỷ có TL, 0975 645 ***",6 tỷ,131 m²,"45,8 tr/m²",3,2,"La Khê, Hà Đông"
Quỹ căn hộ 2PN giá tốt nhất thị trường mở bán quý 1/2025 tại chung cư Seasons Avenue cập nhật,5 tỷ,80 m²,"62,5 tr/m²",2,2,"Mỗ Lao, Hà Đông"
"Cơ hội sở hữu căn hộ 3PN 2WC, đủ đồ + Slot ôtô tại Mulberry Lane với giá chỉ 5.6 tỷ (có TL)","5,6 tỷ","99,5 m²","56,28 tr/m²",3,2,"Mỗ Lao, Hà Đông"
Chốt nhanh căn hộ 3Pn dự án Seasons Avenue diện tích 117m2 giá cực sốc nội thất cơ bản nhà sẵn sổ,7 tỷ,117 m²,"59,83 tr/m²",3,2,"Mỗ Lao, Hà Đông"
Chào xuân năm mới kính gửi quý anh chị khách hàng siêu phẩm căn hộ 1 phòng ngủ tại Mulberry Lane,3 tỷ,45 m²,"66,67 tr/m²",1,1,"Mỗ Lao, Hà Đông"
"Chính chủ cần bán căn hộ 135m2 (3 ngủ 2vs), 6 tỷ chung cư HPC Landmark, sẵn sổ, full NT 0975 645 ***",6 tỷ,135 m²,"44,44 tr/m²",3,2,"La Khê, Hà Đông"
"Rẻ nhất khu giá nhô 6.x tỷ sở hữu siêu phẩm tòa C diện tích 127m2 hướng mát,full nội thất xịn xò","6,3 tỷ",127 m²,"49,61 tr/m²",3,2,"Mỗ Lao, Hà Đông"
"Bán căn 3PN, nhà sẵn sổ, full nội thất chung cư Anland Premium giá 4.xtỷ, LH 0975 645 ***",Giá thỏa thuận,80 m²,N/A,3,2,"Dương Nội, Hà Đông"
"Bán Penthouse tòa Rainbow Văn Quán căn Hoàn Thiện và Thô DT 183m, 283m, 400m...17xx tỷ - 0983 669 ***",Giá thỏa thuận,383 m²,N/A,6,4,"Văn Quán, Hà Đông"
"Cực phẩm: Cần tiền bán nhanh Anland Lakeview 75m2 2PN 2VS. Full NT, hướng ĐN giá 4,x tỷ: 0968 693 ***","4,6 tỷ",75 m²,"61,33 tr/m²",2,2,"Dương Nội, Hà Đông"
"Cần bán căn góc CT Văn Quán 72m2, 2 ngủ, 1vs, tầng đẹp. 0983 669 ***",Giá thỏa thuận,72 m²,N/A,2,1,"Phúc La, Hà Đông"
"Bất ngờ: Cần tiền bán nhanh căn hộ Thiên Niên Kỷ 65m2 2PN. Full NT, hướng mát giá yêu thương 4,x tỉ","4,3 tỷ",65 m²,"66,15 tr/m²",2,1,"Quang Trung, Hà Đông"
"Chuẩn bị ra mắt shophouse, biệt thự Phú Thị Riverside tại Phú Thị, Gia Lâm dự kiến từ 11,5 tỷ/căn",N/A,N/A,N/A,N/A,N/A,N/A
"Cần bán căn góc CT7 Văn Quán Hà Đông 80m2, 2 ngủ, 2vs, full đồ. 0983 669 ***",Giá thỏa thuận,80 m²,N/A,2,2,"Phúc La, Hà Đông"
"Cần bán nhanh căn 75m2, 2pn, 2vs tòa Ct4 KĐT Văn Khê, Hà Đông, Hà Nội","3,55 tỷ",75 m²,"47,33 tr/m²",2,2,"La Khê, Hà Đông"
"Bán penthouse Rainbow Văn Quán, dt 400m2, căn góc view thoáng. LH Kiều Thuý 0949 170 ***",Giá thỏa thuận,400 m²,N/A,N/A,N/A,"Văn Quán, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"Kiến Hưng, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"Quang Trung, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"Vạn Phúc, Hà Đông"
N/A,N/A,N/A,N/A,N/A,N/A,"La Khê, Hà Đông"
