Product Title,Price,Area,Price per m²,Bedrooms,Toilets,Location
"OCT1 - ĐN1 tòa Bắc Linh Đàm, Hoàng Mai 93m2 - Giá 4.7tỷ - SDCC - 3 phòng ngủ","4,7 tỷ",93 m²,"50,54 tr/m²",3,2,"Đại Kim, Hoàng Mai"
"Bán căn hộ studio, 30m2 tại Masteri Lakeside, 2,2 tỷ, Trâu Quỳ, Gia Lâm, Hà Nội","2,2 tỷ",30 m²,"73,33 tr/m²",1,1,"Gia Lâm, Hà Nội"
chung cư bắc linh đàm 100m2-3 ngủ-2 vệ sinh-2 loga- lô góc weui đẹp sổ đỏ giá 5ty09x,"5,09 tỷ",100 m²,"50,9 tr/m²",3,2,"Đại Kim, Hoàng Mai"
"Chính chủ bán gấp CH Bea Sky Nguyễn Xiển DT 68,5m2 2PN, 2VS, nội thất đẹp, 4,2 tỷ: 0971 085 ***","4,2 tỷ","68,5 m²","61,31 tr/m²",2,2,"Đại Kim, Hoàng Mai"
"Bán Căn hộ chung cư 66m2 tại Helios Tower 75 Tam Trinh, 4,5 tỷ giá cực chất","4,5 tỷ",66 m²,"68,18 tr/m²",2,2,"Mai Động, Hoàng Mai"
"Bán căn hộ Eco Lake View, 4,45 tỷ, 74m2, 2PN, pháp lý đầy đủ, giá cực chất, uy tín","4,45 tỷ",74 m²,"60,14 tr/m²",2,2,"Đại Kim, Hoàng Mai"
Chính chủ bán gấp 2pn dt 80m giá 5 tỷ full nội thất Rose Town Ngọc Hồi,5 tỷ,80 m²,"62,5 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
"Bán căn 2 ngủ tầng trung rẻ đẹp nhất dự án Melody, Hoàng Mai","3,6 tỷ","74,26 m²","48,48 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
Chính chủ cần bán lại căn 2PN(75m2) ban công Đông Nam toà N0.3 dự án Hà Nội Melody Residences,"4,4 tỷ",75 m²,"58,67 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
"Cần bán căn hộ CT36 - Dream Home - Định Công Hoàng Mai, liên hệ 0858 601 ***",4 tỷ,72 m²,"55,56 tr/m²",2,2,"Định Công, Hoàng Mai"
Cần bán căn hộ 2PN - Sky Central - 176 Định Công - Hoàng Mai - LH 0858 601 ***,"4,6 tỷ",67 m²,"68,66 tr/m²",2,2,"Định Công, Hoàng Mai"
"Bán gấp căn 80m2 vinaconex 5,7 tỷ (SĐCC)","5,7 tỷ",80 m²,"71,25 tr/m²",2,2,"Đại Kim, Hoàng Mai"
"Chính chủ - bán chung cư N1 Lĩnh Nam - Minh Khai - Hoàng Mai, nội thất đầy đủ, về ở ngay",800 triệu,39 m²,"20,51 tr/m²",2,2,"Lĩnh Nam, Hoàng Mai"
"Bán gấp - chung cư T2 Định Công - Giải Phóng - Hoàng Mai - nội thất đầy đủ. Ô tô đỗ cửa, về ở ngay",800 triệu,52 m²,"15,38 tr/m²",2,2,"Định Công, Hoàng Mai"
"Chuẩn bị ra mắt shophouse, biệt thự Phú Thị Riverside tại Phú Thị, Gia Lâm dự kiến từ 11,5 tỷ/căn",N/A,N/A,N/A,N/A,N/A,N/A
Bán gấp căn hộ hoa hậu tòa C Vinaconex2 tầng trung - căn góc view hồ - giá chỉ: 6tỷ5 (Bao sang tên),"6,5 tỷ","99,1 m²","65,59 tr/m²",3,2,"Đại Kim, Hoàng Mai"
(Căn mới) chính chủ cần bán căn 3PN 99m2 - 124m2 giá từ 7tỷ và 65m2 - 87m2 giá từ 5tỷ tại Mandarin2,7 tỷ,99 m²,"70,71 tr/m²",3,2,"Tân Mai, Hoàng Mai"
"Lô góc 113m2 - 3 mặt thoáng - chung cư OCT2 DN2 Linh Đàm - full nội thất, vào ở ngay!",5 tỷ,113 m²,"44,25 tr/m²",3,2,"Đại Kim, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
"Nhượng lại căn hộ 2PN 75.5m2 The Zen Gamuda, nội thất cơ bản giá mềm nhất khu 0904 744 ***","5,5 tỷ","75,5 m²","72,85 tr/m²",2,2,"Yên Sở, Hoàng Mai"
"Bán gấp căn hộ cao cấp Helios 75 Tam Trinh, full nội thất, bể bơi 4 mùa, 70m2, giá 4.8 tỷ","4,8 tỷ",70 m²,"68,57 tr/m²",2,2,"Hoàng Mai, Hà Nội"
"Bán căn hộ The Zen Gamuda 100m2 view thoáng mát nội thất cơ bản 7.1 tỷ, 0904 744 ***","7,1 tỷ",100 m²,71 tr/m²,3,2,"Yên Sở, Hoàng Mai"
"Bán căn hộ CC Rainbow Linh Đàm 3PN, 2WC, giá 5,3 tỷ Hà Nội","5,3 tỷ","90,5 m²","58,56 tr/m²",3,2,"Hoàng Liệt, Hoàng Mai"
"Căn hộ thiết kế đẹp mê li giá chỉ 66tr/m2, tặng 1 cây vàng - DA Melody Linh Đàm. LH 0978 995 ***","5,87 tỷ",90 m²,"65,19 tr/m²",3,2,"Hoàng Liệt, Hoàng Mai"
"Bán căn hộ Green Park Trần Thủ Độ 3PN sẵn sổ lâu dài giao dịch. Giá chỉ 5,5 tỷ. LH: 0961 995 ***","5,5 tỷ",85 m²,"64,71 tr/m²",3,2,"Hoàng Liệt, Hoàng Mai"
"Bán Căn hộ chung cư Masteri Lakeside view hồ điều hoà 28,2ha, DK 2tỷ, 30m2,Trâu Quỳ,Gia Lâm, Hà Nội",Giá thỏa thuận,30 m²,N/A,N/A,N/A,"Gia Lâm, Hà Nội"
"Bán chung cư Đồng Tàu DT 76m2 3 ngủ 2 wc, Đấy đủ nội thất, gía 4,25 tỷ LH 0983 873 ***","4,25 tỷ",76 m²,"55,92 tr/m²",3,2,"Thịnh Liệt, Hoàng Mai"
Chính chủ bán nhanh căn 2 ngủ có sổ đỏ 2.x tỷ chung cư Linh đàm giá tốt LH 0967 070 ***,"2,84 tỷ",50 m²,"56,8 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
"Tôi chính chủ bán gấp căn 2 ngủ, 68m2 tòa HH2C KĐT Linh Đàm, giá nhỉnh 2.5 tỷ","2,52 tỷ",68 m²,"37,06 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
"Bán căn full nội thất mới đẹp, view thoáng mát mẻ quanh năm","3,25 tỷ",57 m²,"57,02 tr/m²",2,1,"Đại Kim, Hoàng Mai"
Bán căn hộ full mới giá cực tốt,"3,4 tỷ",65 m²,"52,31 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
Chính chủ bán căn hộ 3PN Bea Sky giá tốt nhất thị trường,5 tỷ,79 m²,"63,29 tr/m²",3,2,"Đại Kim, Hoàng Mai"
"Bán CC DT 78 m2 3PN 2 WC tại chung cư Vật Tư Du Lịch 8 Trần Thủ Độ, giá 4,35 tỷ. LH 0983 873 ***","4,35 tỷ",78 m²,"55,77 tr/m²",3,2,"Hoàng Liệt, Hoàng Mai"
Bán căn hộ góc tòa N01 CC Ba Hàng A số 282 Lĩnh Nam - Hoàng Mai DT: 93m2 3 ngủ 2 WC LH 0983 873 ***,"4,35 tỷ",93 m²,"46,77 tr/m²",3,2,"Lĩnh Nam, Hoàng Mai"
Bán căn 2PN bc Đông Nam tầng trung đẹp rộng nhất Feliz Homes Hoàng Mai,"5,35 tỷ",81 m²,"66,05 tr/m²",2,2,"Hoàng Văn Thụ, Hoàng Mai"
"Bán căn 2 ngủ 74m2 tại Green Park Phương Đông - Số 1 Trần Thủ Độ, full đồ đẹp view hồ giá 3.5 tỷ","3,5 tỷ",74 m²,"47,3 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
"Siêu hiếm! Bán gấp căn 3 ngủ góc tại Green Park Phương Đông, Full đồ đẹp, giá tốt nhất chỉ 5.8 tỷ",5 tỷ,99 m²,"50,5 tr/m²",3,2,"Hoàng Liệt, Hoàng Mai"
"Phải thật nhanh! Bán căn hộ 2PN, 2WC, giá cực tốt 2.7 tỷ tại Green Park Phương Đông, full đồ đẹp","2,7 tỷ",57 m²,"47,37 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
"Chuẩn bị ra mắt shophouse, biệt thự Phú Thị Riverside tại Phú Thị, Gia Lâm dự kiến từ 11,5 tỷ/căn",N/A,N/A,N/A,N/A,N/A,N/A
Cần bán căn 2 ngủ view sông Hồng chung cư T&T Riverview 440 Vĩnh Hưng Liên hệ: 0986 083 ***,"5,2 tỷ",100 m²,52 tr/m²,2,2,"Vĩnh Hưng, Hoàng Mai"
"Cần bán căn 2 phòng ngủ chung cư T&T Riverview, 440 Vĩnh Hưng, Hoàng Mai, Hà Nội - 0986 083 ***","5,2 tỷ",100 m²,52 tr/m²,2,2,"Vĩnh Hưng, Hoàng Mai"
Bán căn hộ N4 chung cư Đồng Tầu,"4,2 tỷ",84 m²,50 tr/m²,3,2,"Thịnh Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
"Chính chủ bán căn góc 57m2 sổ đỏ toà OCT1X1 Linh Đàm, nằm giữa trung tâm quận hoàng mai giá3,2 tỷ","3,2 tỷ",57 m²,"56,14 tr/m²",2,1,"Đại Kim, Hoàng Mai"
"Bán căn hộ studio, 30m2 tại Masteri Lakeside, 2,2 tỷ, Trâu Quỳ, Gia Lâm, Hà Nội","2,2 tỷ",30 m²,"73,33 tr/m²",1,1,"Gia Lâm, Hà Nội"
Chỉ 2 tỷ 790 triệu có ngay căn sổ đỏ 2 phòng ngủ nằm ở Tây Nam Linh Đàm - trung tâm quận Hoàng Mai,"2,79 tỷ",50 m²,"55,8 tr/m²",2,1,"Hoàng Liệt, Hoàng Mai"
Chung cư HH Linh đàm cần bán gấp 2 ngủ giá rẻ lh 0967 070 ***,"2,19 tỷ",56 m²,"39,11 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
Bán 3 ngủ sân vườn full nội thất sang trọng view bể bơi cực đẹp - Feliz Homes Hoàng Mai,"7,8 tỷ",120 m²,65 tr/m²,3,2,"Hoàng Văn Thụ, Hoàng Mai"
"Chính chủ bán gấp căn hộ 54,3m2 tại Kim Văn Kim Lũ, full nội thất xịn sò, giá mềm có đàm phán","2,95 tỷ","54,3 m²","54,33 tr/m²",2,2,"Đại Kim, Hoàng Mai"
"Tổng kho chuyển nhượng ICON40 Hạ Long đủ mã căn, chỉ từ 1.2 tỷ/ căn tầng cao 33m2, liên hệ em Lam","1,2 tỷ",33 m²,"36,36 tr/m²",1,1,"Hạ Long, Quảng Ninh"
"Bán căn hộ chung cư HH1 Linh Đàm, 2,75 tỷ VND, 66 m2, chính chủ, nội thất đầy đủ","2,8 tỷ",66 m²,"42,42 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
Bán gấp căn 2 ngủ nhà ở xã hội HH Linh Đàm giá tốt lh 0967 070 ***,"2,41 tỷ",61 m²,"39,51 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
"CẦN BÁN GẤP !!!CHÍNH CHỦ GỬ,I BÁN CĂN HỘ 2 NGỦ, 1WC TẠI HH LINH ĐÀM GIÁ TỐT NHẤT TT LH 0965 289 ***","1,82 tỷ",46 m²,"39,56 tr/m²",2,1,"Hoàng Liệt, Hoàng Mai"
"Cần bán gấp căn hộ chung cư Hateco Yên Sở, Hoàng Mai 80m2 2PN full đồ đẹp 4.45 tỷ 0866 894 ***","4,45 tỷ",80 m²,"55,62 tr/m²",2,2,"Yên Sở, Hoàng Mai"
Bán suất ngoại giao nhà ở xã hội số 321 Vĩnh Hưng,"1,52 tỷ",66 m²,23 tr/m²,3,2,"Thanh Trì, Hoàng Mai"
"CC Nguyễn Đức Cảnh, gần hồ Đền Lừ, căn góc, 85m2, 3 ngủ, 2vs, 2 loga, 4,45tỷ","4,45 tỷ",85 m²,"52,35 tr/m²",3,2,"Tương Mai, Hoàng Mai"
"Thu hồi vốn căn hộ Bea Sky 2 ngủ 4,2 tỷ 68m2 view biệt thự","4,2 tỷ",68 m²,"61,76 tr/m²",2,2,"Đại Kim, Hoàng Mai"
"Bán CH Green Park Trần Thủ Độ, 5,05 tỷ, 82,6m2, 2PN, 2WC, đầy đủ nội thất","5,05 tỷ","82,6 m²","61,14 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
"Căn hộ 2n tại Green Park Trần Thủ Độ, 3,5 tỷ","3,5 tỷ",55 m²,"63,64 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
"Chính chủ gửi bán căn 3PN2VS diện tích 114m2 ban công Đông Nam, full đồ, tầng trung view cực thoáng","7,1 tỷ",114 m²,"62,28 tr/m²",3,2,"Hoàng Văn Thụ, Hoàng Mai"
"Bán nhà chung cư B15 Đại Kim - Hoàng Mai, Hà Nội","4,9 tỷ","88,3 m²","55,49 tr/m²",3,2,"Đại Kim, Hoàng Mai"
"Nhà đẹp cực hot căn hộ 3PN - 2VS với DT 83m2 full nội thất, view thông thoáng. Giá chỉ 4.650tỷ","4,65 tỷ",83 m²,"56,02 tr/m²",3,2,"Đại Kim, Hoàng Mai"
"Chuẩn bị ra mắt shophouse, biệt thự Phú Thị Riverside tại Phú Thị, Gia Lâm dự kiến từ 11,5 tỷ/căn",N/A,N/A,N/A,N/A,N/A,N/A
"Chủ nhà rao bán căn hộ cao cấp tại Eco Lake View, 32 Đại Từ, 2PN 2VS full nội thất 4,65 tỷ.","4,65 tỷ","75,5 m²","61,59 tr/m²",N/A,N/A,"Đại Kim, Hoàng Mai"
"Căn hộ tọa lạc tại The One Gamuda, khu đô thị xanh, hiện đại bậc nhất Yên Sở, Hoàng Mai, Hà Nội.","4,23 tỷ",64 m²,"66,09 tr/m²",2,2,"Yên Sở, Hoàng Mai"
"Chính chủ cần bán căn hộ chung cư HUD3 60 Nguyễn Đức Cảnh, Hoàng Mai 76.5m2 2pn 2wc có đồ 5.1 tỷ","5,1 tỷ","76,5 m²","66,67 tr/m²",2,2,"Tương Mai, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
Bán căn hộ chung cư Hoàng Mai - Ecolake View 32 Đại Từ 2 ngủ hơn 4 tỷ,"4,5 tỷ","75,5 m²","59,6 tr/m²",2,2,"Đại Kim, Hoàng Mai"
"Bán Căn hộ chung cư Masteri Lakeside view hồ điều hoà 28,2ha, DK 2tỷ, 30m2,Trâu Quỳ,Gia Lâm, Hà Nội",Giá thỏa thuận,30 m²,N/A,N/A,N/A,"Gia Lâm, Hà Nội"
Chính chủ bán căn hộ 3PN Bea Sky không qua môi giới,"5,2 tỷ",79 m²,"65,82 tr/m²",3,2,"Đại Kim, Hoàng Mai"
"Bán chung cư Đồng Phát 73m2, 2 phòng ngủ, nhỉnh 4 tỷ",Giá thỏa thuận,73 m²,N/A,2,2,"Vĩnh Hưng, Hoàng Mai"
Vị trí thành thị nhưng giá chỉ nông thôn thôi. Căn 1 ngủ 45m2 có sổ chính chủ tại tòa CT12 Kim Văn,"2,17 tỷ",45 m²,"48,22 tr/m²",1,1,"Đại Kim, Hoàng Mai"
"Chính chủ cần bán gấp căn hộ 2 ngủ tại tòa CT12 Kim Văn Kim Lũ - 60,4m2 - full nội thất, giá hời","2,9 tỷ","60,4 m²","48,01 tr/m²",2,1,"Đại Kim, Hoàng Mai"
"Tổng kho chuyển nhượng ICON40 Hạ Long đủ mã căn, chỉ từ 1.2 tỷ/ căn tầng cao 33m2, liên hệ em Lam","1,2 tỷ",33 m²,"36,36 tr/m²",1,1,"Hạ Long, Quảng Ninh"
"Bán gấp chung cư Gelexia căn góc vị trí đẹp, 83m2, giá 4,65 tỷ","4,65 tỷ",83 m²,"56,02 tr/m²",2,2,"Yên Sở, Hoàng Mai"
"CC HH4 Linh Đàm hàng hot: DT: 77m2 với 3PN - 2VS, giá: 3,235 tỷ đẹp long lanh, view thành phố","3,24 tỷ",77 m²,"42,01 tr/m²",3,2,"Hoàng Liệt, Hoàng Mai"
Bán căn hộ chung cư HH Linh Đàm 46m2 giá rẻ nhất thị trường LH 0967 070 ***,"1,83 tỷ",46 m²,"39,78 tr/m²",1,1,"Hoàng Liệt, Hoàng Mai"
"Bán CHCC toà CT1 Gelexia Riverside 885 Tam Trinh - DT 78m2 2PN 2WC, view Time city cực đẹp","4,4 tỷ",78 m²,"56,41 tr/m²",2,2,"Yên Sở, Hoàng Mai"
Bán CHCC T&T Riverview 440 Vĩnh Hưng DT 75m2 có 2PN 2WC view cực thoáng đẹp,"4,7 tỷ",75 m²,"62,67 tr/m²",2,2,"Vĩnh Hưng, Hoàng Mai"
Chuyển nhượng căn hộ 2PN giá đầu tư tại Sunshine Palace sau TimeCity - em Tuấn Anh 0889 108 ***,"5,4 tỷ",82 m²,"65,85 tr/m²",2,2,"Mai Động, Hoàng Mai"
Nhỉnh 50 triệu bán căn hộ 75m2 full nội thất tầng trung nhìn vào nội khu cần bán gấp,"3,9 tỷ",75 m²,52 tr/m²,2,2,"Hoàng Liệt, Hoàng Mai"
"CC bán căn góc 3PN Rose Town, cạnh BX Nước Ngâm, DT 88,4m2, tầng cao, sổ lâu dài, giá chỉ 5,55 tỷ","5,55 tỷ",93 m²,"59,68 tr/m²",3,2,"Hoàng Liệt, Hoàng Mai"
Nhỉnh 50 triệu bán căn hộ 3 ngủ 2 vệ sinh full nội thất sổ đỏ lâu dài vị trí nằm trong Vành Đai 3,"5,7 tỷ",97 m²,"58,8 tr/m²",3,2,"Hoàng Liệt, Hoàng Mai"
Cần bán căn Eco Lake View 3 ngủ 103 m2 nội thất xịn giá tốt,7 tỷ,103 m²,"67,96 tr/m²",3,2,"Đại Kim, Hoàng Mai"
"Chính chủ bán chung cư K35 Tân Mai, LH 0762 273 ***","4,5 tỷ",76 m²,"59,21 tr/m²",2,2,"Tương Mai, Hoàng Mai"
Bán căn hộ The Zen Gamuda 70m2 view thoáng mát nội thất cơ bản 5.1 tỷ 0815 545 ***,"5,1 tỷ",70 m²,"72,86 tr/m²",2,2,"Yên Sở, Hoàng Mai"
"Chuẩn bị ra mắt shophouse, biệt thự Phú Thị Riverside tại Phú Thị, Gia Lâm dự kiến từ 11,5 tỷ/căn",N/A,N/A,N/A,N/A,N/A,N/A
Bán chung cư 885 Tam trinh - Hoàng Mai tầng trung hiếm có 2 ngủ vị trí đắc địa đường Tam Trinh,"4,8 tỷ",80 m²,60 tr/m²,2,2,"Yên Sở, Hoàng Mai"
Mở bán - Chung cư K2 Minh Khai - Tam Trinh - Sau TimeCity - DT 35 - 55m2,800 triệu,35 m²,"22,86 tr/m²",1,1,"Lĩnh Nam, Hoàng Mai"
"Bán Căn hộ chung cư tại KĐT Linh Đàm, 4,95 tỷ, 93 m2, chỉ với giá siêu hời","4,95 tỷ",93 m²,"53,23 tr/m²",3,2,"Đại Kim, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
"Cực hiếm! CC HH2 Linh Đàm 3 phòng ngủ, 2WC, full nội thất, nhà đẹp giá tốt 3.09 tỷ LH: 0968 655 ***","3,09 tỷ","76,3 m²","40,5 tr/m²",3,2,"Hoàng Liệt, Hoàng Mai"
"Bán Căn hộ chung cư Masteri Lakeside view hồ điều hoà 28,2ha, DK 2tỷ, 30m2,Trâu Quỳ,Gia Lâm, Hà Nội",Giá thỏa thuận,30 m²,N/A,N/A,N/A,"Gia Lâm, Hà Nội"
Bán căn góc 83m2 3PN 2VS tại chung CT3CX2 Tây Nam Linh Đàm - Hoàng Mai-Hà Nội. Toả cạnh cafe Hội An,"4,86 tỷ",83 m²,"58,55 tr/m²",3,2,"Hoàng Liệt, Hoàng Mai"
Bán căn 2 ngủ Helios 75 Tam Trinh - tầng trung hướng mát,"4,5 tỷ",66 m²,"68,18 tr/m²",2,2,"Mai Động, Hoàng Mai"
(Căn mới) gia đình cần bán nhanh căn 66m2 & 72m2 giá từ 4.6tỷ và 87m2 & 100m2 giá từ 6tỷ SkyCentral,4 tỷ,72 m²,"55,56 tr/m²",2,2,"Định Công, Hoàng Mai"
"Bán căn hộ 2ngủ, chung cư Sky Central 176 Định Công, view đẹp, tầng đẹp, 69m2 giá 4.58 tỷ","4,58 tỷ",69 m²,"66,38 tr/m²",2,2,"Định Công, Hoàng Mai"
"Tổng kho chuyển nhượng ICON40 Hạ Long đủ mã căn, chỉ từ 1.2 tỷ/ căn tầng cao 33m2, liên hệ em Lam","1,2 tỷ",33 m²,"36,36 tr/m²",1,1,"Hạ Long, Quảng Ninh"
"Hot! Bán CC 3PN, 2WC tại KĐT Linh Đàm, 5,15 tỷ, 106m2","5,15 tỷ",106 m²,"48,58 tr/m²",3,2,"Đại Kim, Hoàng Mai"
CHÍNH CHỦ GỬI BÁN CĂN HỘ 2 NGỦ 1 VỆ SINH HUD TÂY NAM LINH ĐÀM SỔ HỒNG 37M THÔNG THỦY LH 0857 999 ***,"2,65 tỷ",37 m²,"71,62 tr/m²",2,1,"Hoàng Liệt, Hoàng Mai"
"Chính chủ gửi bán căn hộ VP5 - Bán Đảo Linh Đàm, 2 ngủ, 1 khách, 1 nhà tắm .DT 45.3m. LH 0857 999 ***","2,67 tỷ","45,3 m²","58,83 tr/m²",2,1,"Hoàng Liệt, Hoàng Mai"
"Khai xuân giá cực chất 3.35 tỷ căn tầng trung Đền Lừ I, Hoàng Mai, DT 55m2","3,35 tỷ",55 m²,"60,91 tr/m²",2,2,"Hoàng Văn Thụ, Hoàng Mai"
"Duy nhất 1 căn lô góc Chung cư N9, Đồng Tàu 2PN, 2VS, 68m2 tại Thịnh Liệt, 3,69 tỷ, đẹp xuất sắc","3,69 tỷ",68 m²,"54,26 tr/m²",2,2,"Thịnh Liệt, Hoàng Mai"
"Chính chủ bán căn hộ chung cư 49,1 m2 Kim Văn Kim Lũ - Mường Thanh","1,9 tỷ","49,1 m²","38,7 tr/m²",1,1,"Đại Kim, Hoàng Mai"
"Bán CC tầng trung 3PN, 2WC tại Đền Lừ II, Hoàng Mai, Hà Nội, 4,3 tỷ, 71m2","4,3 tỷ",71 m²,"60,56 tr/m²",3,2,"Hoàng Văn Thụ, Hoàng Mai"
"Bán căn hộ rộng thoáng. Tầng thấp phù hợp làm dịch vụ spa, nail, tóc, dạy học","1,7 tỷ",46 m²,"36,96 tr/m²",1,1,"Hoàng Liệt, Hoàng Mai"
"CH 3PN độc nhất với diện tích 89m2 chỉ 5,3 tỷ hướng mát TN, view không bị che chắn, tặng 5 chỉ vàng","5,1 tỷ",89 m²,"57,3 tr/m²",3,2,"Hoàng Liệt, Hoàng Mai"
Cần bán căn hộ 1PN + 1 giá 3.9 tỷ (bao phí) - 0985 739 ***,"3,9 tỷ",54 m²,"72,22 tr/m²",2,N/A,"Yên Sở, Hoàng Mai"
Bán chung cư toà Nam Rice City - Tây Nam Linh Đàm - Ha Nôi. Diện tích 62m2 2PN 2vs. Nội thất đầy đủ,"4,08 tỷ",62 m²,"65,81 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
"Bán CC 55m2 2PN, 1WC tại The Zen Residence, Pháp Vân, Hoàng Mai, Hà Nội, 3,9 tỷ","3,9 tỷ",55 m²,"70,91 tr/m²",2,1,"Yên Sở, Hoàng Mai"
"Chuẩn bị ra mắt shophouse, biệt thự Phú Thị Riverside tại Phú Thị, Gia Lâm dự kiến từ 11,5 tỷ/căn",N/A,N/A,N/A,N/A,N/A,N/A
"Gia đình tôi cần bán căn 3N dự án Green Park Phương Đông giá 4,x tỷ LH: 0976 299 *** (đi xem)",4 tỷ,99 m²,"40,4 tr/m²",3,2,"Hoàng Liệt, Hoàng Mai"
"(Căn mới) chính chủ cần bán căn 69m, 74m2, 80m2 giá từ 4tỷ và 90m2, 96m2 giá từ 5tỷ EcolakeView",4 tỷ,74 m²,"54,05 tr/m²",2,2,"Đại Kim, Hoàng Mai"
Cần bán căn 3 phòng ngủ tòa C chung cư T&T - 440 Vĩnh Hưng. Nội thất còn rất mới và,"5,2 tỷ",90 m²,"57,78 tr/m²",3,2,"Vĩnh Hưng, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
